Rank,Word,Frequency,Dispersion
1179,investigation,33849,0.94
1180,nuclear,34264,0.92
1181,researcher,34742,0.91
1182,press,33410,0.94
1183,conflict,34710,0.91
1184,spirit,32942,0.96
1185,experience,34009,0.92
1186,replace,32688,0.96
1187,British,32929,0.95
1188,encourage,33348,0.94
1189,argument,33394,0.94
1190,by,32560,0.96
1191,once,32180,0.97
1192,camp,32659,0.95
1193,brain,32852,0.95
1194,feature,33344,0.93
1195,afternoon,33202,0.94
1196,AM,34451,0.9
1197,weekend,33239,0.93
1198,dozen,32432,0.96
1199,possibility,32466,0.95
1200,along,32475,0.95
1201,insurance,32928,0.94
1202,department,32252,0.96
1203,battle,31989,0.96
1204,beginning,31866,0.97
1205,date,31467,0.98
1206,generally,33191,0.93
1207,African,34557,0.89
1208,very,31807,0.96
1209,sorry,34270,0.89
1210,crisis,32924,0.93
1211,complete,32813,0.93
1212,fan,32919,0.93
1213,stick,32259,0.94
1214,define,33958,0.9
1215,easily,31755,0.96
1216,through,31838,0.96
1217,hole,32302,0.94
1218,element,33053,0.92
1219,vision,32358,0.94
1220,status,33511,0.91
1221,normal,31265,0.97
1222,Chinese,32334,0.94
1223,ship,32588,0.93
1224,solution,32052,0.94
1225,stone,32531,0.93
1226,slowly,33403,0.9
1227,scale,34375,0.88
1228,bit,32087,0.94
1229,university,33000,0.91
1230,introduce,31345,0.96
1231,driver,31633,0.95
1232,attempt,31944,0.94
1233,park,32322,0.93
1234,spot,31612,0.95
1235,lack,32157,0.93
1236,ice,31686,0.95
1237,boat,32079,0.93
1238,drink,32078,0.93
1239,sun,32646,0.92
1240,front,32087,0.93
1241,distance,31380,0.95
1242,wood,31801,0.93
1243,handle,30634,0.97
1244,truck,31536,0.94
1245,return,31058,0.95
1246,mountain,31322,0.94
1247,survey,32784,0.9
1248,supposed,31005,0.95
1249,tradition,32110,0.92
1250,winter,31227,0.95
1251,village,30741,0.96
1252,Soviet,36193,0.82
1253,refuse,30173,0.98
1254,sales,32145,0.91
1255,roll,31592,0.93
1256,communication,31577,0.93
1257,run,31325,0.94
1258,screen,30758,0.95
1259,gain,30667,0.95
1260,resident,31836,0.92
1261,hide,31098,0.94
1262,gold,30733,0.95
1263,club,30800,0.95
1264,future,31494,0.92
1265,farm,30291,0.96
1266,potential,31289,0.93
1267,increase,31247,0.93
1268,middle,30199,0.96
1269,European,31455,0.92
1270,presence,30624,0.95
1271,independent,31044,0.93
1272,district,31327,0.92
1273,shape,30396,0.95
1274,reader,31442,0.92
1275,Ms,31610,0.91
1276,contract,30906,0.93
1277,crowd,30542,0.94
1278,Christian,30726,0.94
1279,express,30947,0.93
1280,apartment,31012,0.93
1281,willing,29635,0.97
1282,strength,29769,0.96
1283,previous,30490,0.94
1284,band,29769,0.96
1285,obviously,31299,0.91
1286,horse,30993,0.92
1287,interested,29155,0.98
1288,target,29866,0.96
1289,prison,30248,0.94
1290,ride,30476,0.94
1291,guard,30159,0.94
1292,terms,30996,0.92
1293,demand,30519,0.93
1294,reporter,30416,0.93
1295,deliver,29169,0.97
1296,text,32316,0.88
1297,share,30752,0.92
1298,tool,30286,0.93
1299,wild,29473,0.96
1300,vehicle,29421,0.96
1301,observe,30737,0.92
1302,flight,29535,0.95
1303,inside,30715,0.91
1304,facility,30107,0.93
1305,understanding,31319,0.89
1306,average,29717,0.94
1307,emerge,29496,0.95
1308,advantage,29340,0.95
1309,quick,29108,0.96
1310,light,29731,0.94
1311,leadership,30047,0.93
1312,earn,29560,0.94
1313,pound,29946,0.93
1314,basis,30377,0.92
1315,bright,29780,0.93
1316,operate,29345,0.95
1317,guest,29328,0.95
1318,sample,32436,0.86
1319,contribute,30090,0.92
1320,tiny,29756,0.93
1321,block,28826,0.96
1322,protection,29336,0.94
1323,settle,28827,0.96
1324,feed,28494,0.97
1325,collect,28946,0.95
1326,additional,29771,0.93
1327,while,29579,0.93
1328,highly,29554,0.93
1329,identity,31163,0.88
1330,title,29210,0.94
1331,mostly,28178,0.97
1332,lesson,28623,0.96
1333,faith,28710,0.95
1334,river,28862,0.95
1335,promote,29679,0.92
1336,living,28736,0.95
1337,present,30645,0.89
1338,count,28836,0.95
1339,unless,27908,0.98
1340,marry,28722,0.95
1341,tomorrow,30098,0.91
1342,technique,29828,0.91
1343,path,28344,0.96
1344,ear,29597,0.92
1345,shop,28589,0.95
1346,folk,28698,0.94
1347,order,27950,0.97
1348,principle,30011,0.9
1349,survive,27682,0.98
1350,lift,29354,0.92
1351,border,28636,0.94
1352,competition,28752,0.93
1353,jump,28504,0.94
1354,gather,27659,0.97
1355,limit,28901,0.93
1356,fit,27875,0.96
1357,claim,28609,0.94
1358,cry,29690,0.9
1359,equipment,28023,0.95
1360,worth,27687,0.97
1361,associate,30406,0.88
1362,critic,28244,0.94
1363,warm,28600,0.93
1364,aspect,29460,0.9
1365,result,29515,0.9
1366,insist,27205,0.97
1367,failure,28234,0.94
1368,annual,28471,0.93
1369,French,27590,0.96
1370,Christmas,28046,0.94
1371,comment,27712,0.95
1372,responsible,27569,0.96
1373,affair,27432,0.96
1374,approach,27449,0.96
1375,until,27007,0.97
1376,procedure,29044,0.9
1377,regular,27244,0.96
1378,spread,27266,0.96
1379,chairman,28560,0.92
1380,baseball,28551,0.92
1381,soft,27970,0.94
1382,ignore,27023,0.97
1383,egg,27917,0.94
1384,measure,28612,0.91
1385,belief,28844,0.91
1386,demonstrate,29170,0.9
1387,anybody,28704,0.91
1388,murder,28335,0.92
1389,gift,27050,0.96
1390,religion,28220,0.92
1391,review,28141,0.93
1392,editor,27734,0.94
1393,past,28278,0.92
1394,engage,28194,0.92
1395,coffee,28331,0.92
1396,document,29437,0.88
1397,speed,27740,0.93
1398,cross,27524,0.94
1399,influence,28387,0.91
1400,anyway,28170,0.92
1401,threaten,26587,0.97
1402,commit,26943,0.96
1403,female,27952,0.92
1404,youth,27755,0.93
1405,wave,26844,0.96
1406,move,26717,0.96
1407,afraid,27727,0.93
1408,quarter,27125,0.95
1409,background,26907,0.96
1410,native,28026,0.92
1411,broad,27191,0.94
1412,wonderful,27494,0.93
1413,deny,26675,0.96
1414,apparently,26513,0.97
1415,slightly,26887,0.95
1416,reaction,26771,0.96
1417,twice,26450,0.97
1418,suit,27066,0.95
1419,perspective,28324,0.9
1420,growing,26858,0.95
1421,blow,27254,0.94
1422,construction,27114,0.94
1423,kind,29474,0.86
1424,intelligence,27555,0.92
1425,destroy,26177,0.97
1426,cook,27725,0.91
1427,connection,26552,0.95
1428,charge,26432,0.96
1429,burn,26646,0.95
1430,shoe,26945,0.94
1431,view,27258,0.92
1432,grade,27178,0.92
1433,context,29113,0.86
1434,committee,26697,0.94
1435,hey,27659,0.91
1436,mistake,26080,0.96
1437,focus,26815,0.93
1438,smile,28698,0.87
1439,location,26463,0.94
1440,clothes,27033,0.92
1441,Indian,27100,0.92
1442,quiet,26732,0.93
1443,dress,26669,0.93
1444,promise,25720,0.97
1445,aware,25503,0.97
1446,neighbor,25497,0.97
1447,complete,25699,0.97
1448,drive,26373,0.94
1449,function,28011,0.88
1450,bone,26282,0.94
1451,active,26507,0.93
1452,extend,25969,0.95
1453,chief,26456,0.93
1454,average,26568,0.93
1455,combine,26570,0.93
1456,wine,26682,0.92
1457,below,26765,0.92
1458,cool,26279,0.94
1459,voter,27768,0.89
1460,mean,28991,0.85
1461,demand,25207,0.97
1462,learning,28869,0.85
1463,bus,25850,0.95
1464,hell,27278,0.9
1465,dangerous,25170,0.97
1466,remind,25525,0.96
1467,moral,26980,0.91
1468,United,26396,0.93
1469,category,27219,0.9
1470,relatively,26476,0.92
1471,victory,26422,0.92
1472,key,25436,0.96
1473,academic,28216,0.86
1474,visit,25000,0.97
1475,Internet,26983,0.9
1476,healthy,26009,0.94
1477,fire,25390,0.96
1478,negative,26847,0.9
1479,following,26643,0.91
1480,historical,27266,0.89
1481,medicine,25511,0.95
1482,tour,25781,0.94
1483,depend,25405,0.95
1484,photo,25492,0.94
1485,finding,28246,0.85
1486,grab,26951,0.89
1487,direct,26008,0.92
1488,classroom,27531,0.87
1489,contact,25218,0.95
1490,justice,25377,0.95
1491,participate,26500,0.91
1492,daily,25179,0.95
1493,fair,25064,0.96
1494,pair,25289,0.95
1495,famous,24631,0.97
1496,exercise,25934,0.92
1497,knee,25912,0.92
1498,flower,25642,0.93
1499,tape,25730,0.93
1500,hire,25073,0.95
1501,familiar,24515,0.97
1502,appropriate,26237,0.91
1503,supply,24920,0.96
1504,fully,24842,0.96
1505,cut,25327,0.94
1506,will,24351,0.98
1507,actor,24848,0.96
1508,birth,24515,0.97
1509,search,27087,0.87
1510,tie,24408,0.97
1511,democracy,26039,0.91
1512,eastern,25103,0.94
1513,primary,26043,0.9
1514,yesterday,26215,0.9
1515,circle,24735,0.95
1516,device,24918,0.94
1517,progress,24645,0.95
1518,next,25720,0.91
1519,front,24402,0.96
1520,bottom,24653,0.95
1521,island,24311,0.96
1522,exchange,24826,0.94
1523,clean,24325,0.96
1524,studio,24765,0.94
1525,train,23990,0.97
1526,lady,25436,0.92
1527,colleague,24370,0.95
1528,application,25735,0.9
1529,neck,25716,0.9
1530,lean,26896,0.86
1531,damage,24155,0.96
1532,plastic,24563,0.94
1533,tall,25304,0.92
1534,plate,24592,0.94
1535,hate,24921,0.93
1536,otherwise,23793,0.97
1537,writing,24995,0.92
1538,press,24716,0.93
1539,male,24873,0.93
1540,start,24071,0.96
1541,alive,24184,0.95
1542,expression,24748,0.93
1543,football,25271,0.91
1544,intend,23554,0.97
1545,attack,23971,0.95
1546,chicken,24465,0.93
1547,army,23929,0.95
1548,abuse,24534,0.93
1549,theater,24447,0.93
1550,shut,24773,0.92
1551,map,23666,0.96
1552,extra,24006,0.95
1553,session,24010,0.95
1554,danger,23244,0.97
1555,welcome,25241,0.9
1556,domestic,24313,0.93
1557,lots,23750,0.95
1558,literature,26254,0.86
1559,rain,24134,0.93
1560,desire,23994,0.94
1561,assessment,26318,0.85
1562,injury,23935,0.94
1563,respect,23274,0.96
1564,northern,23783,0.94
1565,nod,27283,0.82
1566,paint,24038,0.93
1567,fuel,23934,0.94
1568,leaf,24044,0.93
1569,direct,23298,0.96
1570,dry,23809,0.94
1571,Russian,23739,0.94
1572,instruction,25190,0.89
1573,fight,23211,0.96
1574,pool,23346,0.96
1575,climb,24367,0.92
1576,sweet,23843,0.94
1577,lead,23301,0.96
1578,engine,23617,0.94
1579,fourth,23227,0.96
1580,salt,24711,0.9
1581,expand,23417,0.94
1582,importance,24946,0.89
1583,metal,23317,0.95
1584,fat,24844,0.89
1585,ticket,23902,0.92
1586,software,23954,0.92
1587,disappear,23389,0.94
1588,corporate,23621,0.93
1589,strange,23744,0.93
1590,lip,25250,0.87
1591,reading,23919,0.92
1592,urban,23889,0.92
1593,mental,23650,0.93
1594,increasingly,23529,0.93
1595,lunch,23220,0.94
1596,educational,25282,0.87
1597,somewhere,23527,0.93
1598,farmer,23005,0.95
1599,above,23866,0.92
1600,sugar,24310,0.9
1601,planet,23567,0.93
1602,favorite,23159,0.94
1603,explore,23744,0.92
1604,obtain,24538,0.89
1605,enemy,22621,0.97
1606,greatest,22673,0.96
1607,complex,23751,0.92
1608,surround,22391,0.97
1609,athlete,23868,0.91
1610,invite,22158,0.98
1611,repeat,22622,0.96
1612,carefully,22837,0.95
1613,soul,22713,0.96
1614,scientific,23691,0.92
1615,impossible,22233,0.98
1616,panel,22529,0.96
1617,meaning,24064,0.9
1618,mom,23450,0.92
1619,married,22352,0.97
1620,alone,23106,0.93
1621,instrument,23831,0.91
1622,predict,22942,0.94
1623,weather,22586,0.95
1624,presidential,24057,0.89
1625,emotional,22773,0.94
1626,commitment,23152,0.93
1627,Supreme,23904,0.9
1628,bear,22190,0.97
1629,pocket,23580,0.91
1630,thin,23194,0.92
1631,temperature,23111,0.93
1632,surprise,22275,0.96
1633,poll,24009,0.89
1634,proposal,22830,0.94
1635,consequence,23307,0.92
1636,half,22029,0.97
1637,breath,24668,0.87
1638,sight,22878,0.93
1639,cover,22301,0.96
1640,balance,22243,0.96
1641,adopt,22880,0.93
1642,minority,23167,0.92
1643,straight,22929,0.93
1644,attempt,22758,0.93
1645,connect,22100,0.96
1646,works,22722,0.93
1647,teaching,24387,0.87
1648,belong,21856,0.97
1649,aid,22642,0.93
1650,advice,21970,0.96
1651,okay,24243,0.87
1652,photograph,22016,0.96
1653,empty,23365,0.9
1654,regional,23182,0.91
1655,trail,23030,0.91
1656,novel,22392,0.94
1657,code,22015,0.95
1658,somehow,22267,0.94
1659,organize,22389,0.94
1660,jury,24072,0.87
1661,breast,22362,0.94
1662,Iraqi,25446,0.82
1663,human,22022,0.95
1664,acknowledge,21983,0.95
1665,theme,22494,0.93
1666,storm,22562,0.93
1667,union,22380,0.93
1668,record,21939,0.95
1669,desk,23455,0.89
1670,fear,21333,0.98
1671,thanks,23061,0.9
1672,fruit,22401,0.93
1673,under,21521,0.97
1674,expensive,21706,0.96
1675,yellow,22452,0.93
1676,conclusion,23034,0.9
1677,prime,22075,0.94
1678,shadow,22803,0.91
1679,struggle,21370,0.97
1680,conclude,22247,0.93
1681,analyst,22662,0.91
1682,dance,21799,0.95
1683,limit,21714,0.95
1684,like,21723,0.95
1685,regulation,22479,0.92
1686,being,21695,0.95
1687,last,21219,0.97
1688,ring,21873,0.94
1689,largely,22097,0.93
1690,shift,21323,0.96
1691,revenue,22445,0.92
1692,mark,21236,0.97
1693,locate,21843,0.94
1694,county,22675,0.9
1695,appearance,21146,0.97
1696,package,21665,0.95
1697,difficulty,22288,0.92
1698,bridge,21497,0.95
1699,recommend,21707,0.94
1700,obvious,21052,0.97
1701,train,21766,0.94
1702,basically,23265,0.88
1703,e-mail,22467,0.91
1704,generate,22213,0.92
1705,anymore,21771,0.94
1706,propose,21691,0.94
1707,thinking,21663,0.94
1708,possibly,20953,0.97
1709,trend,21894,0.93
1710,visitor,21490,0.95
1711,loan,22324,0.91
1712,currently,21636,0.94
1713,comfortable,21101,0.96
1714,investor,22410,0.91
1715,but,20961,0.97
1716,profit,21754,0.93
1717,angry,21485,0.94
1718,crew,21238,0.95
1719,deep,21413,0.95
1720,accident,20964,0.97
1721,male,22398,0.9
1722,meal,21556,0.94
1723,hearing,21560,0.94
1724,traffic,21296,0.95
1725,muscle,21931,0.92
1726,notion,21801,0.93
1727,capture,21018,0.96
1728,prefer,20946,0.96
1729,truly,20576,0.98
1730,earth,21350,0.94
1731,Japanese,21800,0.92
1732,chest,22508,0.89
1733,search,20943,0.96
1734,thick,21932,0.92
1735,cash,21343,0.94
1736,museum,21715,0.93
1737,beauty,21060,0.95
1738,emergency,20796,0.96
1739,unique,21436,0.93
1740,feature,21678,0.92
1741,internal,22025,0.91
1742,ethnic,22632,0.88
1743,link,21335,0.94
1744,stress,21813,0.92
1745,content,21821,0.91
1746,select,21617,0.92
1747,root,20774,0.96
1748,nose,21938,0.91
1749,declare,20550,0.97
1750,outside,21556,0.92
1751,appreciate,20806,0.95
1752,actual,21321,0.93
1753,bottle,21569,0.92
1754,hardly,20757,0.95
1755,setting,22004,0.9
1756,launch,20767,0.95
1757,dress,21362,0.92
1758,file,20832,0.95
1759,sick,20906,0.94
1760,outcome,22721,0.87
1761,ad,21064,0.93
1762,defend,20510,0.96
1763,matter,20534,0.96
1764,judge,20320,0.97
1765,duty,20204,0.97
1766,sheet,20787,0.94
1767,ought,21552,0.91
1768,ensure,21341,0.92
1769,Catholic,20866,0.94
1770,extremely,20310,0.96
1771,extent,21727,0.9
1772,component,22085,0.88
1773,mix,20642,0.95
1774,long-term,20841,0.94
1775,slow,20404,0.96
1776,contrast,21581,0.91
1777,zone,20472,0.95
1778,wake,21330,0.91
1779,challenge,20510,0.95
1780,airport,20897,0.93
1781,chief,20453,0.95
1782,brown,21175,0.92
1783,standard,20917,0.93
1784,shirt,21486,0.9
1785,pilot,20192,0.96
1786,warn,19996,0.97
1787,ultimately,20387,0.95
1788,cat,21135,0.92
1789,contribution,20912,0.92
1790,capacity,21102,0.92
1791,ourselves,19926,0.97
1792,estate,20673,0.93
1793,guide,20646,0.93
1794,circumstance,20310,0.95
1795,snow,21011,0.92
1796,English,20235,0.95
1797,politician,20360,0.95
1798,steal,20296,0.95
1799,pursue,20136,0.96
1800,slip,21233,0.91
1801,percentage,20774,0.92
1802,meat,20271,0.95
1803,funny,20399,0.94
1804,neither,20100,0.95
1805,soil,20916,0.91
1806,influence,21448,0.89
1807,surgery,20118,0.95
1808,correct,20613,0.93
1809,Jewish,20196,0.94
1810,blame,19798,0.96
1811,estimate,20474,0.93
1812,due,21141,0.9
1813,basketball,20955,0.91
1814,late,19727,0.96
1815,golf,20979,0.91
1816,investigate,20117,0.94
1817,crazy,20345,0.93
1818,significantly,22038,0.86
1819,chain,19688,0.96
1820,address,19564,0.97
1821,branch,19633,0.96
1822,combination,20026,0.94
1823,just,20096,0.94
1824,frequently,20508,0.92
1825,governor,20802,0.91
1826,relief,19493,0.97
1827,user,20681,0.91
1828,dad,20164,0.94
1829,kick,20092,0.94
1830,part,19900,0.95
1831,manner,20012,0.94
1832,ancient,19818,0.95
1833,silence,21169,0.89
1834,rating,20413,0.92
1835,golden,19852,0.95
1836,motion,19649,0.95
1837,German,20096,0.93
1838,gender,22190,0.85
1839,solve,19501,0.96
1840,fee,20263,0.93
1841,landscape,20171,0.93
1842,used,19130,0.98
1843,bowl,20662,0.91
1844,equal,19952,0.94
1845,long,19227,0.97
1846,official,19628,0.95
1847,forth,19531,0.96
1848,frame,20016,0.93
1849,typical,19724,0.95
1850,except,19594,0.95
1851,conservative,19778,0.94
1852,eliminate,19773,0.94
1853,host,19389,0.96
1854,hall,20236,0.92
1855,trust,19482,0.95
1856,ocean,19421,0.96
1857,score,20391,0.91
1858,row,19519,0.95
1859,producer,19679,0.94
1860,afford,19035,0.97
1861,meanwhile,19504,0.95
1862,regime,21101,0.88
1863,division,19772,0.94
1864,confirm,19327,0.96
1865,fix,19349,0.96
1866,appeal,19561,0.95
1867,mirror,20081,0.92
1868,tooth,20515,0.9
1869,smart,19370,0.95
1870,length,19624,0.94
1871,entirely,19075,0.97
1872,rely,19614,0.94
1873,topic,20640,0.89
1874,complain,19102,0.97
1875,issue,19300,0.95
1876,variable,22868,0.81
1877,back,19213,0.96
1878,range,20067,0.92
1879,telephone,19311,0.95
1880,perception,21086,0.87
1881,attract,19197,0.96
1882,confidence,18955,0.97
1883,bedroom,20387,0.9
1884,secret,19125,0.96
1885,debt,19506,0.94
1886,rare,18978,0.97
1887,his,19663,0.93
1888,tank,19158,0.95
1889,nurse,19385,0.94
1890,coverage,19522,0.94
1891,opposition,19847,0.92
1892,aside,19056,0.96
1893,anywhere,18970,0.96
1894,bond,19856,0.92
1895,file,19416,0.94
1896,pleasure,19099,0.96
1897,master,18880,0.96
1898,era,19209,0.95
1899,requirement,20358,0.89
1900,check,18764,0.97
1901,stand,18910,0.96
1902,fun,18984,0.96
1903,expectation,19603,0.92
1904,wing,19028,0.95
1905,separate,19064,0.95
1906,now,19126,0.95
1907,clear,19013,0.95
1908,struggle,19014,0.95
1909,mean,19792,0.91
1910,somewhat,18801,0.96
1911,pour,19300,0.93
1912,stir,20174,0.89
1913,judgment,19315,0.93
1914,clean,18766,0.96
1915,except,18857,0.95
1916,beer,19349,0.93
1917,English,18719,0.96
1918,reference,19559,0.92
1919,tear,19819,0.9
1920,doubt,18542,0.97
1921,grant,18598,0.96
1922,seriously,18328,0.98
1923,account,19403,0.92
1924,minister,19154,0.93
1925,totally,18720,0.95
1926,hero,18348,0.97
1927,industrial,19413,0.92
1928,cloud,19214,0.92
1929,stretch,19014,0.93
1930,winner,19216,0.92
1931,volume,18989,0.93
1932,travel,18634,0.95
1933,seed,19079,0.93
1934,surprised,18822,0.94
1935,rest,18915,0.94
1936,fashion,18483,0.96
1937,pepper,20220,0.87
1938,separate,18251,0.97
1939,busy,18500,0.95
1940,intervention,21021,0.84
1941,copy,18244,0.97
1942,tip,18868,0.93
1943,below,18353,0.96
1944,cheap,18371,0.96
1945,aim,18194,0.97
1946,cite,19011,0.93
1947,welfare,19580,0.9
1948,vegetable,19363,0.91
1949,gray,19408,0.9
1950,dish,18887,0.93
1951,beach,18451,0.95
1952,improvement,18977,0.92
1953,everywhere,18126,0.96
1954,opening,18058,0.97
1955,overall,19031,0.92
1956,divide,18337,0.95
1957,initial,19019,0.92
1958,terrible,18659,0.93
1959,oppose,18484,0.94
1960,contemporary,19293,0.9
1961,route,18313,0.95
1962,multiple,19512,0.89
1963,essential,19030,0.91
1964,question,17924,0.97
1965,league,19766,0.88
1966,criminal,18424,0.94
1967,careful,17885,0.97
1968,core,18571,0.93
1969,upper,18196,0.95
1970,rush,18561,0.93
1971,necessarily,18334,0.94
1972,specifically,18873,0.92
1973,tired,18597,0.93
1974,rise,18055,0.96
1975,tie,17787,0.97
1976,employ,18912,0.91
1977,holiday,18299,0.94
1978,dance,18263,0.94
1979,vast,17836,0.96
1980,resolution,18922,0.91
1981,household,18450,0.93
1982,fewer,18223,0.94
1983,abortion,18925,0.91
1984,apart,17872,0.96
1985,witness,18920,0.91
1986,match,17788,0.97
1987,barely,18533,0.93
1988,sector,19103,0.9
1989,representative,18189,0.94
1990,lack,18215,0.94
1991,beneath,19047,0.9
1992,beside,19952,0.86
1993,black,18441,0.93
1994,incident,17880,0.96
1995,limited,18532,0.92
1996,proud,17841,0.96
1997,flow,18469,0.92
1998,faculty,20104,0.85
1999,increased,18984,0.9
2000,waste,19069,0.89
2001,merely,18094,0.94
2002,mass,18107,0.94
2003,emphasize,18933,0.9
2004,experiment,18440,0.92
2005,definitely,18214,0.93
2006,bomb,18284,0.93
2007,enormous,17482,0.97
2008,tone,17954,0.95
2009,liberal,18228,0.93
2010,massive,17551,0.97
2011,engineer,17991,0.94
2012,wheel,18296,0.93
2013,female,18932,0.9
2014,decline,18058,0.94
2015,invest,18080,0.94
2016,promise,17342,0.98
2017,cable,18277,0.93
2018,towards,18305,0.93
2019,expose,17581,0.96
2020,rural,18665,0.91
2021,AIDS,19384,0.87
2022,Jew,17893,0.95
2023,narrow,17840,0.95
2024,cream,18443,0.92
2025,secretary,17922,0.94
2026,gate,17999,0.94
2027,solid,17675,0.96
2028,hill,18131,0.93
2029,typically,18254,0.92
2030,noise,18024,0.93
2031,grass,18139,0.93
2032,unfortunately,17482,0.96
2033,hat,18198,0.92
2034,legislation,17934,0.94
2035,succeed,17423,0.96
2036,either,17257,0.97
2037,celebrate,17421,0.96
2038,achievement,18998,0.88
2039,fishing,18103,0.93
2040,drink,18227,0.92
2041,accuse,17778,0.94
2042,hand,18231,0.92
2043,useful,18205,0.92
2044,land,17401,0.96
2045,secret,17305,0.96
2046,reject,17656,0.94
2047,talent,17474,0.95
2048,taste,17409,0.96
2049,characteristic,19621,0.85
2050,milk,17812,0.93
2051,escape,17195,0.97
2052,cast,17163,0.97
2053,sentence,17162,0.97
2054,unusual,16997,0.97
2055,closely,17220,0.96
2056,convince,16948,0.98
2057,height,17403,0.95
2058,physician,17707,0.93
2059,assess,19220,0.86
2060,sleep,17882,0.92
2061,plenty,17445,0.95
2062,ride,17654,0.93
2063,virtually,17426,0.94
2064,first,17332,0.95
2065,addition,17641,0.93
2066,sharp,17403,0.94
2067,creative,17597,0.93
2068,lower,17206,0.95
2069,behind,17347,0.95
2070,approve,17329,0.95
2071,explanation,17712,0.92
2072,outside,16797,0.97
2073,gay,17428,0.94
2074,campus,17541,0.93
2075,proper,17024,0.96
2076,live,17365,0.94
2077,guilty,17596,0.93
2078,living,16823,0.97
2079,acquire,17435,0.93
2080,compete,17264,0.94
2081,technical,17594,0.92
2082,plus,17202,0.94
2083,mind,17378,0.93
2084,potential,17523,0.92
2085,immigrant,17615,0.92
2086,weak,16628,0.97
2087,illegal,17258,0.94
2088,hi,18910,0.85
2089,alternative,17197,0.94
2090,interaction,19144,0.84
2091,column,16810,0.96
2092,personality,16933,0.95
2093,signal,16835,0.95
2094,curriculum,19193,0.84
2095,list,17006,0.94
2096,honor,16686,0.96
2097,passenger,16933,0.95
2098,assistance,17396,0.92
2099,forever,16890,0.95
2100,fun,16932,0.94
2101,regard,16890,0.94
2102,Israeli,17967,0.89
2103,association,17759,0.9
2104,twenty,17491,0.91
2105,knock,17146,0.93
2106,review,16916,0.94
2107,wrap,17073,0.93
2108,lab,16498,0.96
2109,offer,16612,0.95
2110,display,16806,0.94
2111,criticism,17049,0.93
2112,asset,16977,0.93
2113,depression,16976,0.93
2114,spiritual,17074,0.92
2115,musical,16931,0.93
2116,journalist,16858,0.93
2117,prayer,16296,0.97
2118,suspect,16194,0.97
2119,scholar,17482,0.9
2120,warning,16205,0.97
2121,climate,17189,0.91
2122,cheese,17416,0.9
2123,observation,17500,0.9
2124,childhood,16268,0.96
2125,payment,16704,0.94
2126,sir,17733,0.88
2127,permit,16764,0.93
2128,cigarette,17160,0.91
2129,definition,17499,0.89
2130,priority,16586,0.94
2131,bread,16686,0.94
2132,creation,16967,0.92
2133,graduate,16803,0.93
2134,request,16241,0.96
2135,emotion,16062,0.97
2136,scream,17342,0.9
2137,dramatic,16233,0.96
2138,universe,16596,0.94
2139,gap,16216,0.96
2140,excellent,16094,0.96
2141,deeply,15848,0.98
2142,prosecutor,17260,0.9
2143,mark,15973,0.97
2144,green,16776,0.92
2145,lucky,16550,0.94
2146,drag,16685,0.93
2147,airline,17164,0.9
2148,library,16314,0.95
2149,agenda,16449,0.94
2150,recover,15786,0.98
2151,factory,16240,0.95
2152,selection,16706,0.92
2153,primarily,17015,0.91
2154,roof,16520,0.93
2155,unable,15901,0.97
2156,expense,16274,0.94
2157,initiative,16445,0.93
2158,diet,16933,0.9
2159,arrest,16205,0.94
2160,funding,16282,0.94
2161,therapy,16351,0.93
2162,wash,16314,0.93
2163,schedule,15987,0.95
2164,sad,16163,0.94
2165,brief,15770,0.96
2166,housing,16403,0.93
2167,post,15693,0.97
2168,purchase,16064,0.94
2169,existing,16654,0.91
2170,dark,16865,0.9
2171,steel,15982,0.95
2172,regarding,17220,0.88
2173,shout,17239,0.88
2174,remaining,15992,0.95
2175,visual,17316,0.87
2176,fairly,15701,0.96
2177,chip,16162,0.94
2178,violent,15765,0.96
2179,silent,16802,0.9
2180,suppose,16562,0.91
2181,self,16708,0.9
2182,bike,17306,0.87
2183,tea,16373,0.92
2184,perceive,17180,0.88
2185,comparison,16809,0.9
2186,settlement,16172,0.93
2187,layer,16250,0.92
2188,planning,16434,0.91
2189,far,16006,0.94
2190,description,16415,0.91
2191,later,15734,0.95
2192,slow,15633,0.96
2193,slide,16805,0.89
2194,widely,16000,0.93
2195,wedding,15829,0.94
2196,inform,15725,0.95
2197,portion,15677,0.95
2198,territory,15831,0.94
2199,immediate,15680,0.95
2200,opponent,15803,0.94
2201,abandon,15323,0.97
2202,link,15738,0.94
2203,mass,15939,0.93
2204,lake,15836,0.94
2205,transform,15815,0.94
2206,tension,15614,0.95
2207,display,15575,0.95
2208,leading,15665,0.95
2209,bother,15870,0.94
2210,consist,16648,0.89
2211,alcohol,15877,0.93
2212,enable,16293,0.91
2213,bend,16285,0.91
2214,saving,15917,0.93
2215,gain,15822,0.94
2216,desert,15653,0.94
2217,shall,15997,0.92
2218,error,15980,0.93
2219,release,15540,0.95
2220,cop,16228,0.91
2221,Arab,16732,0.88
2222,double,15233,0.97
2223,walk,15632,0.94
2224,sand,15658,0.94
2225,Spanish,15512,0.95
2226,rule,15310,0.96
2227,hit,15766,0.93
2228,print,15634,0.94
2229,preserve,15527,0.95
2230,passage,15702,0.93
2231,formal,16078,0.91
2232,transition,16058,0.91
2233,existence,15969,0.92
2234,album,15869,0.92
2235,participation,17187,0.85
2236,arrange,15258,0.96
